금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
CJ키즈빌어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로 330 (쌍림동),,서울특별시 중구청,37.563942,127.0032778,2021-10-21
GKL행복어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 한강대로 416,,서울특별시 중구청,37.55550489,126.9737482,2021-10-21
IBK 참좋은어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 82,,서울특별시 중구청,37.56570639,126.9870829,2021-10-21
LG서울역빌딩주변,서울특별시 중구 LG서울역빌딩 주변 230m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 후암로 98,,서울특별시 중구청,37.55392083,126.9749,2021-10-21
LG서울역어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 후암로 98,,서울특별시 중구청,37.5539166,126.9749,2021-10-21
SKT행복날개어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 65,,서울특별시 중구청,37.56648822,126.9851268,2021-10-21
SK네트웍스새싹어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 남대문로 90,,서울특별시 중구청,37.5650478,126.9829099,2021-10-21
SK브로드밴드 행복한어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 24,,서울특별시 중구청,37.5566035,126.9759532,2021-10-21
T타워~남산트라팰리스 위쪽 도로,서울특별시 중구 T타워~남산트라팰리스 위쪽 도로 86m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소월로2길 30,,서울특별시 중구청,37.55399468,126.9756127,2021-10-21
가명어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청파로 447-1,,서울특별시 중구청,37.55915782,126.9669801,2021-10-21
가명유치원,시설의경계선으로부터 10m 이내,서울특별시,중구,유치원,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청파로 447-1,,서울특별시 중구청,37.55915782,126.9669801,2021-10-21
경기여상입구,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 만리재로 213,,서울특별시 중구청,37.55641534,126.9681888,2021-10-21
경기여자상업고등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 만리재로37길 30,,서울특별시 중구청,37.55729791,126.9667217,2021-10-21
경동어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 204,,서울특별시 중구청,37.56309399,127.0072121,2021-10-21
경찰청,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 통일로 114,,서울특별시 중구청,37.56524143,126.9679315,2021-10-21
"경찰청,국민권익위원회앞",버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 통일로 86,,서울특별시 중구청,37.5631047,126.9695714,2021-10-21
계성여자고등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 명동길 74-1,,서울특별시 중구청,37.5628448,126.9868525,2021-10-21
광희동,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 227-2,,서울특별시 중구청,37.5650906,127.0071806,2021-10-21
광희동,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 228-2,,서울특별시 중구청,37.56502928,127.007905,2021-10-21
광희동사거리,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 333-1,,서울특별시 중구청,37.56466522,127.0086837,2021-10-21
광희동사거리,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 344,,서울특별시 중구청,37.56435881,127.0096752,2021-10-21
광희초등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 다산로 269,,서울특별시 중구청,37.56729901,127.0156883,2021-10-21
광희초등학교 통학로,학생 통학로 일대 270m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 다산로 269,,서울특별시 중구청,37.56729928,127.0156879,2021-10-21
교육연구정보원,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소월로 91,,서울특별시 중구청,37.55346993,126.9804034,2021-10-21
국립극장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 60,,서울특별시 중구청,37.55006939,127.0004979,2021-10-21
국립극장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 59,,서울특별시 중구청,37.55199392,126.9992667,2021-10-21
근화유치원,시설의경계선으로부터 10m 이내,서울특별시,중구,유치원,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로20길 24,,서울특별시 중구청,37.55906821,127.0089638,2021-10-21
"금호베스트빌,삼성래미안아파트",버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로90길 74,,서울특별시 중구청,37.56103807,127.0209839,2021-10-21
"금호베스트빌,삼성래미안아파트",버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 신당동 85-745,서울특별시 중구청,37.56165727,127.0242731,2021-10-21
금호여자중학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청구로 6,,서울특별시 중구청,37.55803964,127.0204625,2021-10-21
꿈나무어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청계천로 400,,서울특별시 중구청,37.5708733,127.0214621,2021-10-21
남대문 지하도상가 출입구 시설물,남대문 지하도상가 출입구 시설물 주변 10미터 이내,서울특별시,중구,지하도상가출입구,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 남대문로3가 13-3,서울특별시 중구청,37.56122452,126.9797214,2021-10-21
남대문경찰서,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 후암로 98,,서울특별시 중구청,37.55391939,126.9749,2021-10-21
남대문경찰서 측면 : 후암로 60길 도로,서울특별시 남대문경찰서 측면 : 후암로 60길 도로,서울특별시,중구,관내 집단흡연지,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 남대문로5가 611,서울특별시 중구청,37.55469365,126.974209,2021-10-21
남대문로9길 및 센터플레이스인근 보도,서울특별시 남대문로9길 및 센터플레이스인근 보도,서울특별시,중구,관내 집단흡연지,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 다동 155,서울특별시 중구청,37.56714345,126.9803681,2021-10-21
남대문로길 금연거리,제1구역 : 남대문로 81~남대문로 30(490m)제2구역 : 남대문로 92~소공로 70(490m),서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 남대문로2가 138-2,서울특별시 중구청,37.56535254,126.9825064,2021-10-21
남대문시장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 남대문로 40,,서울특별시 중구청,37.56111754,126.9800755,2021-10-21
남대문시장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 47,,서울특별시 중구청,37.55835286,126.9776995,2021-10-21
남대문시장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 52,,서울특별시 중구청,37.55841789,126.978546,2021-10-21
남대문시장,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 남대문로 26-1,,서울특별시 중구청,37.56096591,126.9785996,2021-10-21
남대문시장(액세서리),버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소월로 9,,서울특별시 중구청,37.55872382,126.9764136,2021-10-21
남산3호터널,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소공로 35,,서울특별시 중구청,37.55822381,126.9817467,2021-10-21
남산3호터널,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소공로 46,,서울특별시 중구청,37.55941334,126.9832223,2021-10-21
남산북측순환로,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 장충동 2가 산 14-21,서울특별시 중구청,37.55167987,126.9965361,2021-10-21
남산산책로입구B코스,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 회현동 1가 산 1-2,서울특별시 중구청,37.5545492,126.9812833,2021-10-21
남산숲어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로5길 193,,서울특별시 중구청,37.5465059,127.0089397,2021-10-21
남산초등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로22길 17,,서울특별시 중구청,37.55978501,126.9867761,2021-10-21
남산초등학교 통학로,학생 통학로 일대 705m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로22길 17,,서울특별시 중구청,37.55978374,126.9867767,2021-10-21
남산타운어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 다산로 32 (신당동),,서울특별시 중구청,37.54716803,127.0056761,2021-10-21
남학동,서울특별시 중구 남학동 25-1 일대,서울특별시,중구,마을마당,서울특별시 중구 간접흡연 피해방지 조례,416,100000,02-3396-5672,,서울특별시 중구 남학동 25-1,서울특별시 중구청,37.560151,126.990431,2021-10-21
농협중앙회어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 새문안로 16,,서울특별시 중구청,37.566407,126.9685558,2021-10-21
늘푸른어린이공원,시설전체,서울특별시,중구,공원,서울특별시 중구 간접흡연 피해방지 조례,423,100000,02-3396-5672,,서울특별시 중구 신당동 432-91,서울특별시 중구청,37.55379558,127.0089586,2021-10-21
늘푸른어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 만리재로21길 9,,서울특별시 중구청,37.55281706,126.9630572,2021-10-21
다동소공원,시설전체,서울특별시,중구,공원,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,,서울특별시 중구 다동 51-1,서울특별시 중구청,37.567726,126.9805245,2021-10-21
다산동,서울특별시 중구 다산동 432-1584 일대,서울특별시,중구,마을마당,서울특별시 중구 간접흡연 피해방지 조례,2616,100000,02-3396-5672,,서울특별시 중구 신당동 432-82,서울특별시 중구청,37.55446969,127.0088427,2021-10-21
다산어린이공원,시설전체,서울특별시,중구,공원,서울특별시 중구 간접흡연 피해방지 조례,3679,100000,02-3396-5672,,서울특별시 중구 신당동 123-1,서울특별시 중구청,37.56375032,127.0186793,2021-10-21
다산어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로15길 50 (신당동),,서울특별시 중구청,37.5543067,127.0082479,2021-10-21
다솜어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로10길 30,,서울특별시 중구청,37.55530847,127.0163105,2021-10-21
단우물어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 다산로48길 33,,서울특별시 중구청,37.5674949,127.018011,2021-10-21
대경정보산업고등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 매봉18길 111,,서울특별시 중구청,37.55637326,127.0169792,2021-10-21
대경중학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 매봉18길 111,,서울특별시 중구청,37.55637326,127.0169792,2021-10-21
대한극장앞,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 206,,서울특별시 중구청,37.56114794,126.9948117,2021-10-21
대한극장앞,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 퇴계로 221,,서울특별시 중구청,37.56197331,126.9964823,2021-10-21
덕수궁롯데캐슬아파트,"복도,계단,엘리베이터,지하주차장",서울특별시,중구,공동주택,서울특별시 중구 간접흡연 피해방지 조례,,50000,02-3396-5672,서울특별시 중구 서소문로9길 28,,서울특별시 중구청,37.56370849,126.970043,2021-10-21
덕수중학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 마른내로9길 10,,서울특별시 중구청,37.56558092,126.9969982,2021-10-21
덕수중학교 통학로,학생 통학로 일대 495m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 마른내로9길 10,,서울특별시 중구청,37.56557957,126.9969973,2021-10-21
덕수초등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 덕수궁길 140,,서울특별시 중구청,37.56908852,126.9746581,2021-10-21
덕수초등학교 통학로,학생 통학로 일대 150m 거리,서울특별시,중구,거리,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 덕수궁길 140,,서울특별시 중구청,37.56908888,126.9746579,2021-10-21
도로교통공단앞,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 왕십리로 395,,서울특별시 중구청,37.56482477,127.0263863,2021-10-21
도로교통공단후문,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 왕십리로 415-33,,서울특별시 중구청,37.56422333,127.0244528,2021-10-21
동국대학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 필동로1길 30,,서울특별시 중구청,37.55893664,126.9987376,2021-10-21
동대문디자인플라자,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 마장로 22,,서울특별시 중구청,37.567267,127.0121115,2021-10-21
동대문역사문화공원,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 253,,서울특별시 중구청,37.56748719,127.0080774,2021-10-21
동대문역사문화공원,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 281,,서울특별시 중구청,37.56801422,127.0109091,2021-10-21
동대문역사문화공원,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 281,,서울특별시 중구청,37.56801422,127.0109091,2021-10-21
동대문역사문화공원,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 280-1,,서울특별시 중구청,37.56546529,127.0090008,2021-10-21
동대입구역(장충동),버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로 257-10,,서울특별시 중구청,37.5583621,127.0039522,2021-10-21
동산초등학교,학교 출입문으로부터 50m 이내,서울특별시,중구,학교절대정화구역,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 매봉18길 109,,서울특별시 중구청,37.5562058,127.0167272,2021-10-21
동호터널입구,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로 166-14,,서울특별시 중구청,37.55307086,127.0124351,2021-10-21
동호터널입구,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 동호로 163,,서울특별시 중구청,37.552952,127.0117198,2021-10-21
동화나라어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 다산로38길 80 (신당동),,서울특별시 중구청,37.5615233,127.019265,2021-10-21
동화동,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청구로 32,,서울특별시 중구청,37.56007261,127.0185118,2021-10-21
동화동,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청구로1길 23,,서울특별시 중구청,37.55853733,127.018448,2021-10-21
동화어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 청구로 64,,서울특별시 중구청,37.55996133,127.0154514,2021-10-21
두산타워~굿모닝시티 일대 보도,서울특별시 두산타워~굿모닝시티 일대 보도,서울특별시,중구,관내 집단흡연지,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 장충단로 275,,서울특별시 중구청,37.56888548,127.0087748,2021-10-21
롯데mom편한어린이집,시설의경계선으로부터 10m 이내,서울특별시,중구,어린이집,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 소공로 35,,서울특별시 중구청,37.5582303,126.9817467,2021-10-21
롯데백화점,버스정류소 승차대로부터 10m이내,서울특별시,중구,가로변버스정류소,서울특별시 중구 간접흡연 피해방지 조례,,100000,02-3396-5672,서울특별시 중구 을지로 30,,서울특별시 중구청,37.56534517,126.981007,2021-10-21
